,Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
40053,2013,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H27,Additions to fixed assets,Financial position,76,ANZSIC06 group I530
40054,2013,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,37,ANZSIC06 group I530
40055,2013,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H29,Other assets,Financial position,166,ANZSIC06 group I530
40056,2013,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"1,034",ANZSIC06 group I530
40057,2013,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,463,ANZSIC06 group I530
40058,2013,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H32,Current liabilities,Financial position,273,ANZSIC06 group I530
40059,2013,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H33,Other liabilities,Financial position,298,ANZSIC06 group I530
40060,2013,Level 4,II133,Warehousing and Storage Services,Dollars,H34,Total income per employee count,Financial ratios,"206,200",ANZSIC06 group I530
40061,2013,Level 4,II133,Warehousing and Storage Services,Dollars,H35,Surplus per employee count,Financial ratios,"18,600",ANZSIC06 group I530
40062,2013,Level 4,II133,Warehousing and Storage Services,Percentage,H36,Current ratio,Financial ratios,89,ANZSIC06 group I530
40063,2013,Level 4,II133,Warehousing and Storage Services,Percentage,H37,Quick ratio,Financial ratios,87,ANZSIC06 group I530
40064,2013,Level 4,II133,Warehousing and Storage Services,Percentage,H39,Return on equity,Financial ratios,16,ANZSIC06 group I530
40065,2013,Level 4,II133,Warehousing and Storage Services,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 group I530
40066,2013,Level 4,II133,Warehousing and Storage Services,Percentage,H41,Liabilities structure,Financial ratios,45,ANZSIC06 group I530
40067,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H01,Total income,Financial performance,"13,700",ANZSIC06 division J
40068,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H04,Sales of goods and services,Financial performance,"13,055",ANZSIC06 division J
40069,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,435,ANZSIC06 division J
40070,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,136,ANZSIC06 division J
40071,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H07,Non-operating income,Financial performance,73,ANZSIC06 division J
40072,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H08,Total expenditure,Financial performance,"12,864",ANZSIC06 division J
40073,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H09,Interest and donations,Financial performance,911,ANZSIC06 division J
40074,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H10,Indirect taxes,Financial performance,31,ANZSIC06 division J
40075,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H11,Depreciation,Financial performance,"1,526",ANZSIC06 division J
40076,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,323",ANZSIC06 division J
40077,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H13,Redundancy and severance,Financial performance,17,ANZSIC06 division J
40078,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"7,946",ANZSIC06 division J
40079,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H20,Non-operating expenses,Financial performance,127,ANZSIC06 division J
40080,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H21,Opening stocks,Financial performance,162,ANZSIC06 division J
40081,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H22,Closing stocks,Financial performance,130,ANZSIC06 division J
40082,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H23,Surplus before income tax,Financial performance,804,ANZSIC06 division J
40083,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H24,Total assets,Financial position,"23,472",ANZSIC06 division J
40084,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H25,Current assets,Financial position,"9,129",ANZSIC06 division J
40085,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H26,Fixed tangible assets,Financial position,"7,007",ANZSIC06 division J
40086,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H27,Additions to fixed assets,Financial position,"1,489",ANZSIC06 division J
40087,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H28,Disposals of fixed assets,Financial position,173,ANZSIC06 division J
40088,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H29,Other assets,Financial position,"7,336",ANZSIC06 division J
40089,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H30,Total equity and liabilities,Financial position,"23,472",ANZSIC06 division J
40090,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"8,344",ANZSIC06 division J
40091,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H32,Current liabilities,Financial position,"6,024",ANZSIC06 division J
40092,2013,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H33,Other liabilities,Financial position,"9,104",ANZSIC06 division J
40093,2013,Level 1,JJ,Information Media and Telecommunications,Dollars,H34,Total income per employee count,Financial ratios,"447,700",ANZSIC06 division J
40094,2013,Level 1,JJ,Information Media and Telecommunications,Dollars,H35,Surplus per employee count,Financial ratios,"26,300",ANZSIC06 division J
40095,2013,Level 1,JJ,Information Media and Telecommunications,Percentage,H36,Current ratio,Financial ratios,152,ANZSIC06 division J
40096,2013,Level 1,JJ,Information Media and Telecommunications,Percentage,H37,Quick ratio,Financial ratios,149,ANZSIC06 division J
40097,2013,Level 1,JJ,Information Media and Telecommunications,Percentage,H39,Return on equity,Financial ratios,10,ANZSIC06 division J
40098,2013,Level 1,JJ,Information Media and Telecommunications,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 division J
40099,2013,Level 1,JJ,Information Media and Telecommunications,Percentage,H41,Liabilities structure,Financial ratios,36,ANZSIC06 division J
40100,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H01,Total income,Financial performance,"5,036","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40101,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H04,Sales of goods and services,Financial performance,"4,842","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40102,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,41,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40103,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,130,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40104,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H07,Non-operating income,Financial performance,23,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40105,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H08,Total expenditure,Financial performance,"4,531","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40106,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H09,Interest and donations,Financial performance,111,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40107,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H10,Indirect taxes,Financial performance,8,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40108,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H11,Depreciation,Financial performance,282,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40109,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,048","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40110,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H13,Redundancy and severance,Financial performance,8,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40111,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"3,034","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40112,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H20,Non-operating expenses,Financial performance,47,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40113,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H21,Opening stocks,Financial performance,97,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40114,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H22,Closing stocks,Financial performance,60,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40115,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H23,Surplus before income tax,Financial performance,469,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40116,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H24,Total assets,Financial position,"5,391","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40117,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H25,Current assets,Financial position,"1,922","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40118,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,005","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40119,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H27,Additions to fixed assets,Financial position,220,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40120,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,77,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40121,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H29,Other assets,Financial position,"2,464","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40122,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"5,391","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40123,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,296","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40124,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H32,Current liabilities,Financial position,"1,840","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40125,2013,Level 3,JJ11,Information Media Services,Dollars (millions),H33,Other liabilities,Financial position,"1,255","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40126,2013,Level 3,JJ11,Information Media Services,Dollars,H34,Total income per employee count,Financial ratios,"306,500","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40127,2013,Level 3,JJ11,Information Media Services,Dollars,H35,Surplus per employee count,Financial ratios,"28,500","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40128,2013,Level 3,JJ11,Information Media Services,Percentage,H36,Current ratio,Financial ratios,104,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40129,2013,Level 3,JJ11,Information Media Services,Percentage,H37,Quick ratio,Financial ratios,101,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40130,2013,Level 3,JJ11,Information Media Services,Percentage,H39,Return on equity,Financial ratios,20,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40131,2013,Level 3,JJ11,Information Media Services,Percentage,H40,Return on total assets,Financial ratios,9,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40132,2013,Level 3,JJ11,Information Media Services,Percentage,H41,Liabilities structure,Financial ratios,43,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
40133,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H01,Total income,Financial performance,"8,664","ANZSIC06 groups J580, J591, J592, J601, and J602"
40134,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H04,Sales of goods and services,Financial performance,"8,212","ANZSIC06 groups J580, J591, J592, J601, and J602"
40135,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,395,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40136,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,7,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40137,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H07,Non-operating income,Financial performance,50,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40138,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H08,Total expenditure,Financial performance,"8,333","ANZSIC06 groups J580, J591, J592, J601, and J602"
40139,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H09,Interest and donations,Financial performance,800,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40140,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H10,Indirect taxes,Financial performance,23,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40141,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H11,Depreciation,Financial performance,"1,244","ANZSIC06 groups J580, J591, J592, J601, and J602"
40142,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,275","ANZSIC06 groups J580, J591, J592, J601, and J602"
40143,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H13,Redundancy and severance,Financial performance,10,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40144,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"4,911","ANZSIC06 groups J580, J591, J592, J601, and J602"
40145,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H20,Non-operating expenses,Financial performance,80,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40146,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H21,Opening stocks,Financial performance,66,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40147,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H22,Closing stocks,Financial performance,70,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40148,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H23,Surplus before income tax,Financial performance,335,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40149,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H24,Total assets,Financial position,"18,081","ANZSIC06 groups J580, J591, J592, J601, and J602"
40150,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H25,Current assets,Financial position,"7,208","ANZSIC06 groups J580, J591, J592, J601, and J602"
40151,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H26,Fixed tangible assets,Financial position,"6,001","ANZSIC06 groups J580, J591, J592, J601, and J602"
40152,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H27,Additions to fixed assets,Financial position,"1,269","ANZSIC06 groups J580, J591, J592, J601, and J602"
40153,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,96,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40154,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H29,Other assets,Financial position,"4,872","ANZSIC06 groups J580, J591, J592, J601, and J602"
40155,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H30,Total equity and liabilities,Financial position,"18,081","ANZSIC06 groups J580, J591, J592, J601, and J602"
40156,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"6,048","ANZSIC06 groups J580, J591, J592, J601, and J602"
40157,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H32,Current liabilities,Financial position,"4,184","ANZSIC06 groups J580, J591, J592, J601, and J602"
40158,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H33,Other liabilities,Financial position,"7,849","ANZSIC06 groups J580, J591, J592, J601, and J602"
40159,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars,H34,Total income per employee count,Financial ratios,"611,300","ANZSIC06 groups J580, J591, J592, J601, and J602"
40160,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars,H35,Surplus per employee count,Financial ratios,"23,700","ANZSIC06 groups J580, J591, J592, J601, and J602"
40161,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H36,Current ratio,Financial ratios,172,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40162,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H37,Quick ratio,Financial ratios,171,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40163,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H39,Return on equity,Financial ratios,6,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40164,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H40,Return on total assets,Financial ratios,2,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40165,2013,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H41,Liabilities structure,Financial ratios,33,"ANZSIC06 groups J580, J591, J592, J601, and J602"
40166,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H01,Total income,Financial performance,"64,471",ANZSIC06 division K
40167,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H04,Sales of goods and services,Financial performance,"15,553",ANZSIC06 division K
40168,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,"42,988",ANZSIC06 division K
40169,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,23,ANZSIC06 division K
40170,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H07,Non-operating income,Financial performance,"5,907",ANZSIC06 division K
40171,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H08,Total expenditure,Financial performance,"48,732",ANZSIC06 division K
40172,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H09,Interest and donations,Financial performance,"22,172",ANZSIC06 division K
40173,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H10,Indirect taxes,Financial performance,78,ANZSIC06 division K
40174,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H11,Depreciation,Financial performance,605,ANZSIC06 division K
40175,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,"4,959",ANZSIC06 division K
40176,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H13,Redundancy and severance,Financial performance,26,ANZSIC06 division K
40177,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,552,ANZSIC06 division K
40178,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"12,413",ANZSIC06 division K
40179,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H20,Non-operating expenses,Financial performance,"7,953",ANZSIC06 division K
40180,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H21,Opening stocks,Financial performance,35,ANZSIC06 division K
40181,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H22,Closing stocks,Financial performance,33,ANZSIC06 division K
40182,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H23,Surplus before income tax,Financial performance,"15,737",ANZSIC06 division K
40183,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H24,Total assets,Financial position,"926,830",ANZSIC06 division K
40184,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H25,Current assets,Financial position,"268,754",ANZSIC06 division K
40185,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H26,Fixed tangible assets,Financial position,"18,048",ANZSIC06 division K
40186,2013,Level 1,KK,Financial and Insurance Services,Dollars (millions),H27,Additions to fixed assets,Financial position,"1,647",ANZSIC06 division K
