,Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
12046,2019,Level 3,II11,Road Transport,Dollars (millions),H28,Disposals of fixed assets,Financial position,469,ANZSIC06 groups I461 and I462
12047,2019,Level 3,II11,Road Transport,Dollars (millions),H29,Other assets,Financial position,"1,098",ANZSIC06 groups I461 and I462
12048,2019,Level 3,II11,Road Transport,Dollars (millions),H30,Total equity and liabilities,Financial position,"7,916",ANZSIC06 groups I461 and I462
12049,2019,Level 3,II11,Road Transport,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,224",ANZSIC06 groups I461 and I462
12050,2019,Level 3,II11,Road Transport,Dollars (millions),H32,Current liabilities,Financial position,"2,088",ANZSIC06 groups I461 and I462
12051,2019,Level 3,II11,Road Transport,Dollars (millions),H33,Other liabilities,Financial position,"2,604",ANZSIC06 groups I461 and I462
12052,2019,Level 3,II11,Road Transport,Dollars,H34,Total income per employee count,Financial ratios,"237,500",ANZSIC06 groups I461 and I462
12053,2019,Level 3,II11,Road Transport,Dollars,H35,Surplus per employee count,Financial ratios,"14,900",ANZSIC06 groups I461 and I462
12054,2019,Level 3,II11,Road Transport,Percentage,H36,Current ratio,Financial ratios,100,ANZSIC06 groups I461 and I462
12055,2019,Level 3,II11,Road Transport,Percentage,H37,Quick ratio,Financial ratios,99,ANZSIC06 groups I461 and I462
12056,2019,Level 3,II11,Road Transport,Percentage,H39,Return on equity,Financial ratios,19,ANZSIC06 groups I461 and I462
12057,2019,Level 3,II11,Road Transport,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups I461 and I462
12058,2019,Level 3,II11,Road Transport,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 groups I461 and I462
12059,2019,Level 4,II111,Road Transport,Dollars (millions),H01,Total income,Financial performance,"9,798",ANZSIC06 groups I461 and I462
12060,2019,Level 4,II111,Road Transport,Dollars (millions),H04,Sales of goods and services,Financial performance,"9,472",ANZSIC06 groups I461 and I462
12061,2019,Level 4,II111,Road Transport,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,63,ANZSIC06 groups I461 and I462
12062,2019,Level 4,II111,Road Transport,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 groups I461 and I462
12063,2019,Level 4,II111,Road Transport,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 groups I461 and I462
12064,2019,Level 4,II111,Road Transport,Dollars (millions),H08,Total expenditure,Financial performance,"9,182",ANZSIC06 groups I461 and I462
12065,2019,Level 4,II111,Road Transport,Dollars (millions),H09,Interest and donations,Financial performance,146,ANZSIC06 groups I461 and I462
12066,2019,Level 4,II111,Road Transport,Dollars (millions),H10,Indirect taxes,Financial performance,562,ANZSIC06 groups I461 and I462
12067,2019,Level 4,II111,Road Transport,Dollars (millions),H11,Depreciation,Financial performance,617,ANZSIC06 groups I461 and I462
12068,2019,Level 4,II111,Road Transport,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,430",ANZSIC06 groups I461 and I462
12069,2019,Level 4,II111,Road Transport,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 groups I461 and I462
12070,2019,Level 4,II111,Road Transport,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,386",ANZSIC06 groups I461 and I462
12071,2019,Level 4,II111,Road Transport,Dollars (millions),H20,Non-operating expenses,Financial performance,42,ANZSIC06 groups I461 and I462
12072,2019,Level 4,II111,Road Transport,Dollars (millions),H21,Opening stocks,Financial performance,39,ANZSIC06 groups I461 and I462
12073,2019,Level 4,II111,Road Transport,Dollars (millions),H22,Closing stocks,Financial performance,37,ANZSIC06 groups I461 and I462
12074,2019,Level 4,II111,Road Transport,Dollars (millions),H23,Surplus before income tax,Financial performance,615,ANZSIC06 groups I461 and I462
12075,2019,Level 4,II111,Road Transport,Dollars (millions),H24,Total assets,Financial position,"7,916",ANZSIC06 groups I461 and I462
12076,2019,Level 4,II111,Road Transport,Dollars (millions),H25,Current assets,Financial position,"2,097",ANZSIC06 groups I461 and I462
12077,2019,Level 4,II111,Road Transport,Dollars (millions),H26,Fixed tangible assets,Financial position,"4,722",ANZSIC06 groups I461 and I462
12078,2019,Level 4,II111,Road Transport,Dollars (millions),H27,Additions to fixed assets,Financial position,"1,035",ANZSIC06 groups I461 and I462
12079,2019,Level 4,II111,Road Transport,Dollars (millions),H28,Disposals of fixed assets,Financial position,469,ANZSIC06 groups I461 and I462
12080,2019,Level 4,II111,Road Transport,Dollars (millions),H29,Other assets,Financial position,"1,098",ANZSIC06 groups I461 and I462
12081,2019,Level 4,II111,Road Transport,Dollars (millions),H30,Total equity and liabilities,Financial position,"7,916",ANZSIC06 groups I461 and I462
12082,2019,Level 4,II111,Road Transport,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,224",ANZSIC06 groups I461 and I462
12083,2019,Level 4,II111,Road Transport,Dollars (millions),H32,Current liabilities,Financial position,"2,088",ANZSIC06 groups I461 and I462
12084,2019,Level 4,II111,Road Transport,Dollars (millions),H33,Other liabilities,Financial position,"2,604",ANZSIC06 groups I461 and I462
12085,2019,Level 4,II111,Road Transport,Dollars,H34,Total income per employee count,Financial ratios,"237,500",ANZSIC06 groups I461 and I462
12086,2019,Level 4,II111,Road Transport,Dollars,H35,Surplus per employee count,Financial ratios,"14,900",ANZSIC06 groups I461 and I462
12087,2019,Level 4,II111,Road Transport,Percentage,H36,Current ratio,Financial ratios,100,ANZSIC06 groups I461 and I462
12088,2019,Level 4,II111,Road Transport,Percentage,H37,Quick ratio,Financial ratios,99,ANZSIC06 groups I461 and I462
12089,2019,Level 4,II111,Road Transport,Percentage,H39,Return on equity,Financial ratios,19,ANZSIC06 groups I461 and I462
12090,2019,Level 4,II111,Road Transport,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups I461 and I462
12091,2019,Level 4,II111,Road Transport,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 groups I461 and I462
12092,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H01,Total income,Financial performance,"9,027","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12093,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H04,Sales of goods and services,Financial performance,"8,711","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12094,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,78,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12095,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12096,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12097,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H08,Total expenditure,Financial performance,"8,516","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12098,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H09,Interest and donations,Financial performance,79,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12099,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H10,Indirect taxes,Financial performance,36,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12100,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H11,Depreciation,Financial performance,507,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12101,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,030","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12102,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H13,Redundancy and severance,Financial performance,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12103,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,812","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12104,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H20,Non-operating expenses,Financial performance,51,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12105,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H21,Opening stocks,Financial performance,44,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12106,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H22,Closing stocks,Financial performance,52,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12107,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H23,Surplus before income tax,Financial performance,519,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12108,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H24,Total assets,Financial position,"9,299","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12109,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H25,Current assets,Financial position,"3,628","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12110,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H26,Fixed tangible assets,Financial position,"3,829","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12111,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H27,Additions to fixed assets,Financial position,848,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12112,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H28,Disposals of fixed assets,Financial position,150,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12113,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H29,Other assets,Financial position,"1,841","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12114,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H30,Total equity and liabilities,Financial position,"9,299","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12115,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,555","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12116,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H32,Current liabilities,Financial position,"3,795","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12117,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H33,Other liabilities,Financial position,"1,948","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12118,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars,H34,Total income per employee count,Financial ratios,"419,300","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12119,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars,H35,Surplus per employee count,Financial ratios,"24,100","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12120,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H36,Current ratio,Financial ratios,96,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12121,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H37,Quick ratio,Financial ratios,94,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12122,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H39,Return on equity,Financial ratios,15,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12123,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12124,2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H41,Liabilities structure,Financial ratios,38,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
12125,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H01,Total income,Financial performance,"9,520","ANZSIC06 groups I510, I521, I522, I529, and I530"
12126,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H04,Sales of goods and services,Financial performance,"8,724","ANZSIC06 groups I510, I521, I522, I529, and I530"
12127,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,147,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12128,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12129,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12130,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H08,Total expenditure,Financial performance,"8,033","ANZSIC06 groups I510, I521, I522, I529, and I530"
12131,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H09,Interest and donations,Financial performance,317,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12132,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H10,Indirect taxes,Financial performance,123,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12133,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H11,Depreciation,Financial performance,621,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12134,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,364","ANZSIC06 groups I510, I521, I522, I529, and I530"
12135,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H13,Redundancy and severance,Financial performance,12,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12136,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"4,073","ANZSIC06 groups I510, I521, I522, I529, and I530"
12137,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H20,Non-operating expenses,Financial performance,535,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12138,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H21,Opening stocks,Financial performance,190,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12139,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H22,Closing stocks,Financial performance,199,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12140,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H23,Surplus before income tax,Financial performance,"1,496","ANZSIC06 groups I510, I521, I522, I529, and I530"
12141,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H24,Total assets,Financial position,"31,462","ANZSIC06 groups I510, I521, I522, I529, and I530"
12142,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H25,Current assets,Financial position,"4,343","ANZSIC06 groups I510, I521, I522, I529, and I530"
12143,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H26,Fixed tangible assets,Financial position,"23,308","ANZSIC06 groups I510, I521, I522, I529, and I530"
12144,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H27,Additions to fixed assets,Financial position,"2,293","ANZSIC06 groups I510, I521, I522, I529, and I530"
12145,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,356,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12146,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H29,Other assets,Financial position,"3,810","ANZSIC06 groups I510, I521, I522, I529, and I530"
12147,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H30,Total equity and liabilities,Financial position,"31,462","ANZSIC06 groups I510, I521, I522, I529, and I530"
12148,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"19,978","ANZSIC06 groups I510, I521, I522, I529, and I530"
12149,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H32,Current liabilities,Financial position,"4,562","ANZSIC06 groups I510, I521, I522, I529, and I530"
12150,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H33,Other liabilities,Financial position,"6,922","ANZSIC06 groups I510, I521, I522, I529, and I530"
12151,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars,H34,Total income per employee count,Financial ratios,"275,200","ANZSIC06 groups I510, I521, I522, I529, and I530"
12152,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars,H35,Surplus per employee count,Financial ratios,"43,200","ANZSIC06 groups I510, I521, I522, I529, and I530"
12153,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H36,Current ratio,Financial ratios,95,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12154,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H37,Quick ratio,Financial ratios,91,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12155,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12156,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12157,2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H41,Liabilities structure,Financial ratios,63,"ANZSIC06 groups I510, I521, I522, I529, and I530"
12158,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H01,Total income,Financial performance,"2,431",ANZSIC06 group I510
12159,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H04,Sales of goods and services,Financial performance,"2,405",ANZSIC06 group I510
12160,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group I510
12161,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group I510
12162,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group I510
12163,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H08,Total expenditure,Financial performance,"2,316",ANZSIC06 group I510
12164,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H09,Interest and donations,Financial performance,36,ANZSIC06 group I510
12165,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group I510
12166,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H11,Depreciation,Financial performance,74,ANZSIC06 group I510
12167,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,603,ANZSIC06 group I510
12168,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group I510
12169,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,481",ANZSIC06 group I510
12170,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group I510
12171,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H21,Opening stocks,Financial performance,18,ANZSIC06 group I510
12172,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H22,Closing stocks,Financial performance,20,ANZSIC06 group I510
12173,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H23,Surplus before income tax,Financial performance,118,ANZSIC06 group I510
12174,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H24,Total assets,Financial position,"2,433",ANZSIC06 group I510
12175,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H25,Current assets,Financial position,632,ANZSIC06 group I510
12176,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H26,Fixed tangible assets,Financial position,C,ANZSIC06 group I510
12177,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H27,Additions to fixed assets,Financial position,88,ANZSIC06 group I510
12178,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,45,ANZSIC06 group I510
12179,2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H29,Other assets,Financial position,C,ANZSIC06 group I510
