,Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
4022,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H20,Non-operating expenses,Financial performance,12,ANZSIC06 groups O771 and O772 (excluding class O7711)
4023,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H21,Opening stocks,Financial performance,19,ANZSIC06 groups O771 and O772 (excluding class O7711)
4024,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H22,Closing stocks,Financial performance,20,ANZSIC06 groups O771 and O772 (excluding class O7711)
4025,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H23,Surplus before income tax,Financial performance,132,ANZSIC06 groups O771 and O772 (excluding class O7711)
4026,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H24,Total assets,Financial position,"1,652",ANZSIC06 groups O771 and O772 (excluding class O7711)
4027,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H25,Current assets,Financial position,522,ANZSIC06 groups O771 and O772 (excluding class O7711)
4028,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H26,Fixed tangible assets,Financial position,277,ANZSIC06 groups O771 and O772 (excluding class O7711)
4029,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H27,Additions to fixed assets,Financial position,54,ANZSIC06 groups O771 and O772 (excluding class O7711)
4030,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,10,ANZSIC06 groups O771 and O772 (excluding class O7711)
4031,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H29,Other assets,Financial position,854,ANZSIC06 groups O771 and O772 (excluding class O7711)
4032,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H30,Total equity and liabilities,Financial position,"1,652",ANZSIC06 groups O771 and O772 (excluding class O7711)
4033,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,600,ANZSIC06 groups O771 and O772 (excluding class O7711)
4034,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H32,Current liabilities,Financial position,374,ANZSIC06 groups O771 and O772 (excluding class O7711)
4035,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Dollars (millions),H33,Other liabilities,Financial position,678,ANZSIC06 groups O771 and O772 (excluding class O7711)
4036,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Percentage,H36,Current ratio,Financial ratios,140,ANZSIC06 groups O771 and O772 (excluding class O7711)
4037,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Percentage,H37,Quick ratio,Financial ratios,134,ANZSIC06 groups O771 and O772 (excluding class O7711)
4038,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Percentage,H39,Return on equity,Financial ratios,22,ANZSIC06 groups O771 and O772 (excluding class O7711)
4039,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups O771 and O772 (excluding class O7711)
4040,2021,Level 4,OO213,"Public Order, Safety and Regulatory Services",Percentage,H41,Liabilities structure,Financial ratios,36,ANZSIC06 groups O771 and O772 (excluding class O7711)
4041,2021,Level 1,PP,Education and Training,Dollars (millions),H01,Total income,Financial performance,"5,042",ANZSIC06 division P
4042,2021,Level 1,PP,Education and Training,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,293,ANZSIC06 division P
4043,2021,Level 1,PP,Education and Training,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,"4,629",ANZSIC06 division P
4044,2021,Level 1,PP,Education and Training,Dollars (millions),H07,Non-operating income,Financial performance,120,ANZSIC06 division P
4045,2021,Level 1,PP,Education and Training,Dollars (millions),H08,Total expenditure,Financial performance,"4,411",ANZSIC06 division P
4046,2021,Level 1,PP,Education and Training,Dollars (millions),H09,Interest and donations,Financial performance,70,ANZSIC06 division P
4047,2021,Level 1,PP,Education and Training,Dollars (millions),H10,Indirect taxes,Financial performance,21,ANZSIC06 division P
4048,2021,Level 1,PP,Education and Training,Dollars (millions),H11,Depreciation,Financial performance,191,ANZSIC06 division P
4049,2021,Level 1,PP,Education and Training,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,404",ANZSIC06 division P
4050,2021,Level 1,PP,Education and Training,Dollars (millions),H13,Redundancy and severance,Financial performance,1,ANZSIC06 division P
4051,2021,Level 1,PP,Education and Training,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,673",ANZSIC06 division P
4052,2021,Level 1,PP,Education and Training,Dollars (millions),H20,Non-operating expenses,Financial performance,51,ANZSIC06 division P
4053,2021,Level 1,PP,Education and Training,Dollars (millions),H21,Opening stocks,Financial performance,8,ANZSIC06 division P
4054,2021,Level 1,PP,Education and Training,Dollars (millions),H22,Closing stocks,Financial performance,8,ANZSIC06 division P
4055,2021,Level 1,PP,Education and Training,Dollars (millions),H23,Surplus before income tax,Financial performance,631,ANZSIC06 division P
4056,2021,Level 1,PP,Education and Training,Dollars (millions),H24,Total assets,Financial position,"7,668",ANZSIC06 division P
4057,2021,Level 1,PP,Education and Training,Dollars (millions),H25,Current assets,Financial position,"2,013",ANZSIC06 division P
4058,2021,Level 1,PP,Education and Training,Dollars (millions),H26,Fixed tangible assets,Financial position,"3,267",ANZSIC06 division P
4059,2021,Level 1,PP,Education and Training,Dollars (millions),H27,Additions to fixed assets,Financial position,335,ANZSIC06 division P
4060,2021,Level 1,PP,Education and Training,Dollars (millions),H28,Disposals of fixed assets,Financial position,101,ANZSIC06 division P
4061,2021,Level 1,PP,Education and Training,Dollars (millions),H29,Other assets,Financial position,"2,388",ANZSIC06 division P
4062,2021,Level 1,PP,Education and Training,Dollars (millions),H30,Total equity and liabilities,Financial position,"7,668",ANZSIC06 division P
4063,2021,Level 1,PP,Education and Training,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"4,976",ANZSIC06 division P
4064,2021,Level 1,PP,Education and Training,Dollars (millions),H32,Current liabilities,Financial position,"1,651",ANZSIC06 division P
4065,2021,Level 1,PP,Education and Training,Dollars (millions),H33,Other liabilities,Financial position,"1,041",ANZSIC06 division P
4066,2021,Level 1,PP,Education and Training,Percentage,H36,Current ratio,Financial ratios,122,ANZSIC06 division P
4067,2021,Level 1,PP,Education and Training,Percentage,H37,Quick ratio,Financial ratios,121,ANZSIC06 division P
4068,2021,Level 1,PP,Education and Training,Percentage,H39,Return on equity,Financial ratios,13,ANZSIC06 division P
4069,2021,Level 1,PP,Education and Training,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 division P
4070,2021,Level 1,PP,Education and Training,Percentage,H41,Liabilities structure,Financial ratios,65,ANZSIC06 division P
4071,2021,Level 4,PP111,Preschool Education,Dollars (millions),H01,Total income,Financial performance,"1,638",ANZSIC06 group P801
4072,2021,Level 4,PP111,Preschool Education,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,82,ANZSIC06 group P801
4073,2021,Level 4,PP111,Preschool Education,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,"1,536",ANZSIC06 group P801
4074,2021,Level 4,PP111,Preschool Education,Dollars (millions),H07,Non-operating income,Financial performance,21,ANZSIC06 group P801
4075,2021,Level 4,PP111,Preschool Education,Dollars (millions),H08,Total expenditure,Financial performance,"1,455",ANZSIC06 group P801
4076,2021,Level 4,PP111,Preschool Education,Dollars (millions),H09,Interest and donations,Financial performance,34,ANZSIC06 group P801
4077,2021,Level 4,PP111,Preschool Education,Dollars (millions),H10,Indirect taxes,Financial performance,12,ANZSIC06 group P801
4078,2021,Level 4,PP111,Preschool Education,Dollars (millions),H11,Depreciation,Financial performance,53,ANZSIC06 group P801
4079,2021,Level 4,PP111,Preschool Education,Dollars (millions),H12,Salaries and wages paid,Financial performance,942,ANZSIC06 group P801
4080,2021,Level 4,PP111,Preschool Education,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group P801
4081,2021,Level 4,PP111,Preschool Education,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,401,ANZSIC06 group P801
4082,2021,Level 4,PP111,Preschool Education,Dollars (millions),H20,Non-operating expenses,Financial performance,15,ANZSIC06 group P801
4083,2021,Level 4,PP111,Preschool Education,Dollars (millions),H21,Opening stocks,Financial performance,1,ANZSIC06 group P801
4084,2021,Level 4,PP111,Preschool Education,Dollars (millions),H22,Closing stocks,Financial performance,1,ANZSIC06 group P801
4085,2021,Level 4,PP111,Preschool Education,Dollars (millions),H23,Surplus before income tax,Financial performance,183,ANZSIC06 group P801
4086,2021,Level 4,PP111,Preschool Education,Dollars (millions),H24,Total assets,Financial position,"1,847",ANZSIC06 group P801
4087,2021,Level 4,PP111,Preschool Education,Dollars (millions),H25,Current assets,Financial position,534,ANZSIC06 group P801
4088,2021,Level 4,PP111,Preschool Education,Dollars (millions),H26,Fixed tangible assets,Financial position,691,ANZSIC06 group P801
4089,2021,Level 4,PP111,Preschool Education,Dollars (millions),H27,Additions to fixed assets,Financial position,104,ANZSIC06 group P801
4090,2021,Level 4,PP111,Preschool Education,Dollars (millions),H28,Disposals of fixed assets,Financial position,29,ANZSIC06 group P801
4091,2021,Level 4,PP111,Preschool Education,Dollars (millions),H29,Other assets,Financial position,622,ANZSIC06 group P801
4092,2021,Level 4,PP111,Preschool Education,Dollars (millions),H30,Total equity and liabilities,Financial position,"1,847",ANZSIC06 group P801
4093,2021,Level 4,PP111,Preschool Education,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,821,ANZSIC06 group P801
4094,2021,Level 4,PP111,Preschool Education,Dollars (millions),H32,Current liabilities,Financial position,556,ANZSIC06 group P801
4095,2021,Level 4,PP111,Preschool Education,Dollars (millions),H33,Other liabilities,Financial position,469,ANZSIC06 group P801
4096,2021,Level 4,PP111,Preschool Education,Percentage,H36,Current ratio,Financial ratios,96,ANZSIC06 group P801
4097,2021,Level 4,PP111,Preschool Education,Percentage,H37,Quick ratio,Financial ratios,96,ANZSIC06 group P801
4098,2021,Level 4,PP111,Preschool Education,Percentage,H39,Return on equity,Financial ratios,22,ANZSIC06 group P801
4099,2021,Level 4,PP111,Preschool Education,Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 group P801
4100,2021,Level 4,PP111,Preschool Education,Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 group P801
4101,2021,Level 4,PP112,School Education,Dollars (millions),H01,Total income,Financial performance,823,ANZSIC06 group P802
4102,2021,Level 4,PP112,School Education,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group P802
4103,2021,Level 4,PP112,School Education,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,699,ANZSIC06 group P802
4104,2021,Level 4,PP112,School Education,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group P802
4105,2021,Level 4,PP112,School Education,Dollars (millions),H08,Total expenditure,Financial performance,703,ANZSIC06 group P802
4106,2021,Level 4,PP112,School Education,Dollars (millions),H09,Interest and donations,Financial performance,8,ANZSIC06 group P802
4107,2021,Level 4,PP112,School Education,Dollars (millions),H10,Indirect taxes,Financial performance,1,ANZSIC06 group P802
4108,2021,Level 4,PP112,School Education,Dollars (millions),H11,Depreciation,Financial performance,50,ANZSIC06 group P802
4109,2021,Level 4,PP112,School Education,Dollars (millions),H12,Salaries and wages paid,Financial performance,414,ANZSIC06 group P802
4110,2021,Level 4,PP112,School Education,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group P802
4111,2021,Level 4,PP112,School Education,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,222,ANZSIC06 group P802
4112,2021,Level 4,PP112,School Education,Dollars (millions),H20,Non-operating expenses,Financial performance,8,ANZSIC06 group P802
4113,2021,Level 4,PP112,School Education,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group P802
4114,2021,Level 4,PP112,School Education,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group P802
4115,2021,Level 4,PP112,School Education,Dollars (millions),H23,Surplus before income tax,Financial performance,120,ANZSIC06 group P802
4116,2021,Level 4,PP112,School Education,Dollars (millions),H24,Total assets,Financial position,"3,087",ANZSIC06 group P802
4117,2021,Level 4,PP112,School Education,Dollars (millions),H25,Current assets,Financial position,206,ANZSIC06 group P802
4118,2021,Level 4,PP112,School Education,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,724",ANZSIC06 group P802
4119,2021,Level 4,PP112,School Education,Dollars (millions),H27,Additions to fixed assets,Financial position,98,ANZSIC06 group P802
4120,2021,Level 4,PP112,School Education,Dollars (millions),H28,Disposals of fixed assets,Financial position,11,ANZSIC06 group P802
4121,2021,Level 4,PP112,School Education,Dollars (millions),H29,Other assets,Financial position,"1,157",ANZSIC06 group P802
4122,2021,Level 4,PP112,School Education,Dollars (millions),H30,Total equity and liabilities,Financial position,"3,087",ANZSIC06 group P802
4123,2021,Level 4,PP112,School Education,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,590",ANZSIC06 group P802
4124,2021,Level 4,PP112,School Education,Dollars (millions),H32,Current liabilities,Financial position,272,ANZSIC06 group P802
4125,2021,Level 4,PP112,School Education,Dollars (millions),H33,Other liabilities,Financial position,225,ANZSIC06 group P802
4126,2021,Level 4,PP112,School Education,Percentage,H36,Current ratio,Financial ratios,76,ANZSIC06 group P802
4127,2021,Level 4,PP112,School Education,Percentage,H37,Quick ratio,Financial ratios,76,ANZSIC06 group P802
4128,2021,Level 4,PP112,School Education,Percentage,H39,Return on equity,Financial ratios,5,ANZSIC06 group P802
4129,2021,Level 4,PP112,School Education,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 group P802
4130,2021,Level 4,PP112,School Education,Percentage,H41,Liabilities structure,Financial ratios,84,ANZSIC06 group P802
4131,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H01,Total income,Financial performance,807,ANZSIC06 group P810
4132,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group P810
4133,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,759,ANZSIC06 group P810
4134,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group P810
4135,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H08,Total expenditure,Financial performance,707,ANZSIC06 group P810
4136,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H09,Interest and donations,Financial performance,8,ANZSIC06 group P810
4137,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H10,Indirect taxes,Financial performance,2,ANZSIC06 group P810
4138,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H11,Depreciation,Financial performance,31,ANZSIC06 group P810
4139,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H12,Salaries and wages paid,Financial performance,398,ANZSIC06 group P810
4140,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group P810
4141,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,261,ANZSIC06 group P810
4142,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H20,Non-operating expenses,Financial performance,7,ANZSIC06 group P810
4143,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group P810
4144,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group P810
4145,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H23,Surplus before income tax,Financial performance,99,ANZSIC06 group P810
4146,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H24,Total assets,Financial position,864,ANZSIC06 group P810
4147,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H25,Current assets,Financial position,467,ANZSIC06 group P810
4148,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H26,Fixed tangible assets,Financial position,189,ANZSIC06 group P810
4149,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H27,Additions to fixed assets,Financial position,42,ANZSIC06 group P810
4150,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H28,Disposals of fixed assets,Financial position,25,ANZSIC06 group P810
4151,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H29,Other assets,Financial position,208,ANZSIC06 group P810
4152,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H30,Total equity and liabilities,Financial position,864,ANZSIC06 group P810
4153,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,492,ANZSIC06 group P810
4154,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H32,Current liabilities,Financial position,257,ANZSIC06 group P810
4155,2021,Level 4,PP113,Tertiary Education,Dollars (millions),H33,Other liabilities,Financial position,115,ANZSIC06 group P810
4156,2021,Level 4,PP113,Tertiary Education,Percentage,H36,Current ratio,Financial ratios,182,ANZSIC06 group P810
4157,2021,Level 4,PP113,Tertiary Education,Percentage,H37,Quick ratio,Financial ratios,182,ANZSIC06 group P810
4158,2021,Level 4,PP113,Tertiary Education,Percentage,H39,Return on equity,Financial ratios,20,ANZSIC06 group P810
4159,2021,Level 4,PP113,Tertiary Education,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 group P810
4160,2021,Level 4,PP113,Tertiary Education,Percentage,H41,Liabilities structure,Financial ratios,57,ANZSIC06 group P810
4161,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H01,Total income,Financial performance,"1,775",ANZSIC06 groups P821 and P822
4162,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,121,ANZSIC06 groups P821 and P822
4163,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,"1,635",ANZSIC06 groups P821 and P822
4164,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H07,Non-operating income,Financial performance,18,ANZSIC06 groups P821 and P822
4165,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H08,Total expenditure,Financial performance,"1,545",ANZSIC06 groups P821 and P822
4166,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H09,Interest and donations,Financial performance,21,ANZSIC06 groups P821 and P822
4167,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H10,Indirect taxes,Financial performance,6,ANZSIC06 groups P821 and P822
4168,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H11,Depreciation,Financial performance,57,ANZSIC06 groups P821 and P822
4169,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H12,Salaries and wages paid,Financial performance,651,ANZSIC06 groups P821 and P822
4170,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups P821 and P822
4171,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,789,ANZSIC06 groups P821 and P822
4172,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H20,Non-operating expenses,Financial performance,22,ANZSIC06 groups P821 and P822
4173,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H21,Opening stocks,Financial performance,7,ANZSIC06 groups P821 and P822
4174,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H22,Closing stocks,Financial performance,6,ANZSIC06 groups P821 and P822
4175,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H23,Surplus before income tax,Financial performance,229,ANZSIC06 groups P821 and P822
4176,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H24,Total assets,Financial position,"1,871",ANZSIC06 groups P821 and P822
4177,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H25,Current assets,Financial position,806,ANZSIC06 groups P821 and P822
4178,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H26,Fixed tangible assets,Financial position,663,ANZSIC06 groups P821 and P822
4179,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H27,Additions to fixed assets,Financial position,91,ANZSIC06 groups P821 and P822
4180,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H28,Disposals of fixed assets,Financial position,37,ANZSIC06 groups P821 and P822
4181,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H29,Other assets,Financial position,402,ANZSIC06 groups P821 and P822
4182,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H30,Total equity and liabilities,Financial position,"1,871",ANZSIC06 groups P821 and P822
4183,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"1,073",ANZSIC06 groups P821 and P822
4184,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H32,Current liabilities,Financial position,566,ANZSIC06 groups P821 and P822
4185,2021,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H33,Other liabilities,Financial position,232,ANZSIC06 groups P821 and P822
4186,2021,Level 4,PP114,"Adult, Community and Other Education",Percentage,H36,Current ratio,Financial ratios,142,ANZSIC06 groups P821 and P822
4187,2021,Level 4,PP114,"Adult, Community and Other Education",Percentage,H37,Quick ratio,Financial ratios,141,ANZSIC06 groups P821 and P822
4188,2021,Level 4,PP114,"Adult, Community and Other Education",Percentage,H39,Return on equity,Financial ratios,21,ANZSIC06 groups P821 and P822
4189,2021,Level 4,PP114,"Adult, Community and Other Education",Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 groups P821 and P822
4190,2021,Level 4,PP114,"Adult, Community and Other Education",Percentage,H41,Liabilities structure,Financial ratios,57,ANZSIC06 groups P821 and P822
4191,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H01,Total income,Financial performance,"22,801",ANZSIC06 division Q
4192,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,861,ANZSIC06 division Q
4193,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,"21,400",ANZSIC06 division Q
4194,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H07,Non-operating income,Financial performance,540,ANZSIC06 division Q
4195,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H08,Total expenditure,Financial performance,"19,336",ANZSIC06 division Q
4196,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H09,Interest and donations,Financial performance,169,ANZSIC06 division Q
4197,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H10,Indirect taxes,Financial performance,80,ANZSIC06 division Q
4198,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H11,Depreciation,Financial performance,547,ANZSIC06 division Q
4199,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H12,Salaries and wages paid,Financial performance,"9,326",ANZSIC06 division Q
4200,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H13,Redundancy and severance,Financial performance,2,ANZSIC06 division Q
4201,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"9,015",ANZSIC06 division Q
4202,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H20,Non-operating expenses,Financial performance,199,ANZSIC06 division Q
4203,2021,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H21,Opening stocks,Financial performance,65,ANZSIC06 division Q
