,Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
8021,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H08,Total expenditure,Financial performance,"6,337","ANZSIC06 groups L661, L662, L663, and L664"
8022,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H09,Interest and donations,Financial performance,446,"ANZSIC06 groups L661, L662, L663, and L664"
8023,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H10,Indirect taxes,Financial performance,73,"ANZSIC06 groups L661, L662, L663, and L664"
8024,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H11,Depreciation,Financial performance,"1,507","ANZSIC06 groups L661, L662, L663, and L664"
8025,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H12,Salaries and wages paid,Financial performance,991,"ANZSIC06 groups L661, L662, L663, and L664"
8026,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups L661, L662, L663, and L664"
8027,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,0,"ANZSIC06 groups L661, L662, L663, and L664"
8028,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,989","ANZSIC06 groups L661, L662, L663, and L664"
8029,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H20,Non-operating expenses,Financial performance,330,"ANZSIC06 groups L661, L662, L663, and L664"
8030,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H21,Opening stocks,Financial performance,272,"ANZSIC06 groups L661, L662, L663, and L664"
8031,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H22,Closing stocks,Financial performance,302,"ANZSIC06 groups L661, L662, L663, and L664"
8032,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H23,Surplus before income tax,Financial performance,881,"ANZSIC06 groups L661, L662, L663, and L664"
8033,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H24,Total assets,Financial position,"28,526","ANZSIC06 groups L661, L662, L663, and L664"
8034,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H25,Current assets,Financial position,"6,028","ANZSIC06 groups L661, L662, L663, and L664"
8035,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H26,Fixed tangible assets,Financial position,"14,023","ANZSIC06 groups L661, L662, L663, and L664"
8036,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H27,Additions to fixed assets,Financial position,"3,481","ANZSIC06 groups L661, L662, L663, and L664"
8037,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H28,Disposals of fixed assets,Financial position,"1,183","ANZSIC06 groups L661, L662, L663, and L664"
8038,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H29,Other assets,Financial position,"8,475","ANZSIC06 groups L661, L662, L663, and L664"
8039,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H30,Total equity and liabilities,Financial position,"28,526","ANZSIC06 groups L661, L662, L663, and L664"
8040,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"10,249","ANZSIC06 groups L661, L662, L663, and L664"
8041,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H32,Current liabilities,Financial position,"7,525","ANZSIC06 groups L661, L662, L663, and L664"
8042,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars (millions),H33,Other liabilities,Financial position,"10,753","ANZSIC06 groups L661, L662, L663, and L664"
8043,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars,H34,Total income per employee count,Financial ratios,"480,800","ANZSIC06 groups L661, L662, L663, and L664"
8044,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Dollars,H35,Surplus per employee count,Financial ratios,"58,900","ANZSIC06 groups L661, L662, L663, and L664"
8045,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H36,Current ratio,Financial ratios,80,"ANZSIC06 groups L661, L662, L663, and L664"
8046,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H37,Quick ratio,Financial ratios,76,"ANZSIC06 groups L661, L662, L663, and L664"
8047,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H39,Return on equity,Financial ratios,9,"ANZSIC06 groups L661, L662, L663, and L664"
8048,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups L661, L662, L663, and L664"
8049,2020,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H41,Liabilities structure,Financial ratios,36,"ANZSIC06 groups L661, L662, L663, and L664"
8050,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H01,Total income,Financial performance,"5,765","ANZSIC06 groups L661, L662, and L663"
8051,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H04,Sales of goods and services,Financial performance,"5,432","ANZSIC06 groups L661, L662, and L663"
8052,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H05,"Interest, dividends and donations",Financial performance,210,"ANZSIC06 groups L661, L662, and L663"
8053,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,20,"ANZSIC06 groups L661, L662, and L663"
8054,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H07,Non-operating income,Financial performance,103,"ANZSIC06 groups L661, L662, and L663"
8055,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H08,Total expenditure,Financial performance,"5,171","ANZSIC06 groups L661, L662, and L663"
8056,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H09,Interest and donations,Financial performance,399,"ANZSIC06 groups L661, L662, and L663"
8057,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H10,Indirect taxes,Financial performance,69,"ANZSIC06 groups L661, L662, and L663"
8058,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H11,Depreciation,Financial performance,"1,464","ANZSIC06 groups L661, L662, and L663"
8059,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H12,Salaries and wages paid,Financial performance,816,"ANZSIC06 groups L661, L662, and L663"
8060,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups L661, L662, and L663"
8061,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,0,"ANZSIC06 groups L661, L662, and L663"
8062,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,167","ANZSIC06 groups L661, L662, and L663"
8063,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H20,Non-operating expenses,Financial performance,255,"ANZSIC06 groups L661, L662, and L663"
8064,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H21,Opening stocks,Financial performance,222,"ANZSIC06 groups L661, L662, and L663"
8065,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H22,Closing stocks,Financial performance,253,"ANZSIC06 groups L661, L662, and L663"
8066,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H23,Surplus before income tax,Financial performance,625,"ANZSIC06 groups L661, L662, and L663"
8067,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H24,Total assets,Financial position,"21,563","ANZSIC06 groups L661, L662, and L663"
8068,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H25,Current assets,Financial position,"3,564","ANZSIC06 groups L661, L662, and L663"
8069,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H26,Fixed tangible assets,Financial position,"12,900","ANZSIC06 groups L661, L662, and L663"
8070,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H27,Additions to fixed assets,Financial position,"3,197","ANZSIC06 groups L661, L662, and L663"
8071,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H28,Disposals of fixed assets,Financial position,"1,126","ANZSIC06 groups L661, L662, and L663"
8072,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H29,Other assets,Financial position,"5,099","ANZSIC06 groups L661, L662, and L663"
8073,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H30,Total equity and liabilities,Financial position,"21,563","ANZSIC06 groups L661, L662, and L663"
8074,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"6,563","ANZSIC06 groups L661, L662, and L663"
8075,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H32,Current liabilities,Financial position,"5,643","ANZSIC06 groups L661, L662, and L663"
8076,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars (millions),H33,Other liabilities,Financial position,"9,356","ANZSIC06 groups L661, L662, and L663"
8077,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars,H34,Total income per employee count,Financial ratios,"437,200","ANZSIC06 groups L661, L662, and L663"
8078,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Dollars,H35,Surplus per employee count,Financial ratios,"47,400","ANZSIC06 groups L661, L662, and L663"
8079,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H36,Current ratio,Financial ratios,63,"ANZSIC06 groups L661, L662, and L663"
8080,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H37,Quick ratio,Financial ratios,59,"ANZSIC06 groups L661, L662, and L663"
8081,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H39,Return on equity,Financial ratios,10,"ANZSIC06 groups L661, L662, and L663"
8082,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups L661, L662, and L663"
8083,2020,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H41,Liabilities structure,Financial ratios,30,"ANZSIC06 groups L661, L662, and L663"
8084,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H01,Total income,Financial performance,"1,423",ANZSIC06 group L664
8085,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H04,Sales of goods and services,Financial performance,"1,341",ANZSIC06 group L664
8086,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,57,ANZSIC06 group L664
8087,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,4,ANZSIC06 group L664
8088,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H07,Non-operating income,Financial performance,21,ANZSIC06 group L664
8089,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H08,Total expenditure,Financial performance,"1,166",ANZSIC06 group L664
8090,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H09,Interest and donations,Financial performance,47,ANZSIC06 group L664
8091,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H10,Indirect taxes,Financial performance,3,ANZSIC06 group L664
8092,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H11,Depreciation,Financial performance,44,ANZSIC06 group L664
8093,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H12,Salaries and wages paid,Financial performance,175,ANZSIC06 group L664
8094,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group L664
8095,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,0,ANZSIC06 group L664
8096,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,822,ANZSIC06 group L664
8097,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H20,Non-operating expenses,Financial performance,75,ANZSIC06 group L664
8098,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H21,Opening stocks,Financial performance,50,ANZSIC06 group L664
8099,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H22,Closing stocks,Financial performance,49,ANZSIC06 group L664
8100,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H23,Surplus before income tax,Financial performance,256,ANZSIC06 group L664
8101,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H24,Total assets,Financial position,"6,963",ANZSIC06 group L664
8102,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H25,Current assets,Financial position,"2,464",ANZSIC06 group L664
8103,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,123",ANZSIC06 group L664
8104,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H27,Additions to fixed assets,Financial position,284,ANZSIC06 group L664
8105,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H28,Disposals of fixed assets,Financial position,57,ANZSIC06 group L664
8106,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H29,Other assets,Financial position,"3,376",ANZSIC06 group L664
8107,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H30,Total equity and liabilities,Financial position,"6,963",ANZSIC06 group L664
8108,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,686",ANZSIC06 group L664
8109,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H32,Current liabilities,Financial position,"1,881",ANZSIC06 group L664
8110,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars (millions),H33,Other liabilities,Financial position,"1,396",ANZSIC06 group L664
8111,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars,H34,Total income per employee count,Financial ratios,"806,800",ANZSIC06 group L664
8112,2020,Level 4,LL112,Non-Financial Asset Leasing,Dollars,H35,Surplus per employee count,Financial ratios,"145,100",ANZSIC06 group L664
8113,2020,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H36,Current ratio,Financial ratios,131,ANZSIC06 group L664
8114,2020,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H37,Quick ratio,Financial ratios,128,ANZSIC06 group L664
8115,2020,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H39,Return on equity,Financial ratios,7,ANZSIC06 group L664
8116,2020,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 group L664
8117,2020,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H41,Liabilities structure,Financial ratios,53,ANZSIC06 group L664
8118,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H01,Total income,Financial performance,"28,678","ANZSIC06 groups L671 (excluding class L6711), and L672"
8119,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H04,Sales of goods and services,Financial performance,"23,489","ANZSIC06 groups L671 (excluding class L6711), and L672"
8120,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,"1,287","ANZSIC06 groups L671 (excluding class L6711), and L672"
8121,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,20,"ANZSIC06 groups L671 (excluding class L6711), and L672"
8122,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H07,Non-operating income,Financial performance,"3,883","ANZSIC06 groups L671 (excluding class L6711), and L672"
8123,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H08,Total expenditure,Financial performance,"18,217","ANZSIC06 groups L671 (excluding class L6711), and L672"
8124,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H09,Interest and donations,Financial performance,"3,707","ANZSIC06 groups L671 (excluding class L6711), and L672"
8125,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H10,Indirect taxes,Financial performance,737,"ANZSIC06 groups L671 (excluding class L6711), and L672"
8126,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H11,Depreciation,Financial performance,"1,309","ANZSIC06 groups L671 (excluding class L6711), and L672"
8127,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,772","ANZSIC06 groups L671 (excluding class L6711), and L672"
8128,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H13,Redundancy and severance,Financial performance,3,"ANZSIC06 groups L671 (excluding class L6711), and L672"
8129,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,"1,197","ANZSIC06 groups L671 (excluding class L6711), and L672"
8130,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"8,263","ANZSIC06 groups L671 (excluding class L6711), and L672"
8131,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H20,Non-operating expenses,Financial performance,"1,231","ANZSIC06 groups L671 (excluding class L6711), and L672"
8132,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H21,Opening stocks,Financial performance,"3,078","ANZSIC06 groups L671 (excluding class L6711), and L672"
8133,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H22,Closing stocks,Financial performance,"3,225","ANZSIC06 groups L671 (excluding class L6711), and L672"
8134,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H23,Surplus before income tax,Financial performance,"10,608","ANZSIC06 groups L671 (excluding class L6711), and L672"
8135,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H24,Total assets,Financial position,"272,579","ANZSIC06 groups L671 (excluding class L6711), and L672"
8136,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H25,Current assets,Financial position,"32,851","ANZSIC06 groups L671 (excluding class L6711), and L672"
8137,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H26,Fixed tangible assets,Financial position,"203,998","ANZSIC06 groups L671 (excluding class L6711), and L672"
8138,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H27,Additions to fixed assets,Financial position,"23,353","ANZSIC06 groups L671 (excluding class L6711), and L672"
8139,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,"11,665","ANZSIC06 groups L671 (excluding class L6711), and L672"
8140,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H29,Other assets,Financial position,"35,730","ANZSIC06 groups L671 (excluding class L6711), and L672"
8141,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"272,579","ANZSIC06 groups L671 (excluding class L6711), and L672"
8142,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"128,125","ANZSIC06 groups L671 (excluding class L6711), and L672"
8143,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H32,Current liabilities,Financial position,"52,026","ANZSIC06 groups L671 (excluding class L6711), and L672"
8144,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars (millions),H33,Other liabilities,Financial position,"92,428","ANZSIC06 groups L671 (excluding class L6711), and L672"
8145,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars,H34,Total income per employee count,Financial ratios,"1,602,100","ANZSIC06 groups L671 (excluding class L6711), and L672"
8146,2020,Level 3,LL12,Property Operators and Real Estate Services,Dollars,H35,Surplus per employee count,Financial ratios,"592,600","ANZSIC06 groups L671 (excluding class L6711), and L672"
8147,2020,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H36,Current ratio,Financial ratios,63,"ANZSIC06 groups L671 (excluding class L6711), and L672"
8148,2020,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H37,Quick ratio,Financial ratios,57,"ANZSIC06 groups L671 (excluding class L6711), and L672"
8149,2020,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H39,Return on equity,Financial ratios,8,"ANZSIC06 groups L671 (excluding class L6711), and L672"
8150,2020,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups L671 (excluding class L6711), and L672"
8151,2020,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H41,Liabilities structure,Financial ratios,47,"ANZSIC06 groups L671 (excluding class L6711), and L672"
8152,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H01,Total income,Financial performance,"23,526",ANZSIC06 class L671200
8153,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H04,Sales of goods and services,Financial performance,"18,412",ANZSIC06 class L671200
8154,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,"1,250",ANZSIC06 class L671200
8155,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,10,ANZSIC06 class L671200
8156,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H07,Non-operating income,Financial performance,"3,854",ANZSIC06 class L671200
8157,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H08,Total expenditure,Financial performance,"14,176",ANZSIC06 class L671200
8158,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H09,Interest and donations,Financial performance,"3,652",ANZSIC06 class L671200
8159,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H10,Indirect taxes,Financial performance,715,ANZSIC06 class L671200
8160,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H11,Depreciation,Financial performance,"1,195",ANZSIC06 class L671200
8161,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H12,Salaries and wages paid,Financial performance,789,ANZSIC06 class L671200
8162,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H13,Redundancy and severance,Financial performance,1,ANZSIC06 class L671200
8163,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,0,ANZSIC06 class L671200
8164,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"6,637",ANZSIC06 class L671200
8165,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H20,Non-operating expenses,Financial performance,"1,189",ANZSIC06 class L671200
8166,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H21,Opening stocks,Financial performance,"3,036",ANZSIC06 class L671200
8167,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H22,Closing stocks,Financial performance,"3,186",ANZSIC06 class L671200
8168,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H23,Surplus before income tax,Financial performance,"9,499",ANZSIC06 class L671200
8169,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H24,Total assets,Financial position,"267,871",ANZSIC06 class L671200
8170,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H25,Current assets,Financial position,"31,202",ANZSIC06 class L671200
8171,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H26,Fixed tangible assets,Financial position,"202,148",ANZSIC06 class L671200
8172,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H27,Additions to fixed assets,Financial position,S,ANZSIC06 class L671200
8173,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H28,Disposals of fixed assets,Financial position,S,ANZSIC06 class L671200
8174,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H29,Other assets,Financial position,"34,521",ANZSIC06 class L671200
8175,2020,Level 4,LL122,Non-Residential Property Operation,Dollars (millions),H30,Total equity and liabilities,Financial position,"267,871",ANZSIC06 class L671200
